['145.38'],['147.03'],['145.84 x 1000'],['145.92 x 800'],['145.21 - 148.57'],['124.83 - 182.94'],"['51,319,777']","['98,102,579']",['2.355T'],['1.19'],['23.71'],['6.14'],"['Jul 25, 2022 - Jul 29, 2022']",['0.92 (0.63%)'],"['May 06, 2022']",['188.92']
['145.38'],['147.03'],['145.84 x 1000'],['145.92 x 800'],['145.21 - 148.57'],['124.83 - 182.94'],"['51,319,777']","['98,102,579']",['2.355T'],['1.19'],['23.71'],['6.14'],"['Jul 25, 2022 - Jul 29, 2022']",['0.92 (0.63%)'],"['May 06, 2022']",['188.92']
['703.55'],['733.06'],['714.21 x 800'],['714.91 x 2200'],['703.05 - 734.59'],"['582.88 - 1,243.49']","['23,969,839']","['27,530,085']",['740.074B'],['2.12'],['96.53'],['7.40'],"['Jul 25, 2022 - Jul 29, 2022']",['N/A (N/A)'],['N/A'],['922.22']
